ID;EPC;Resultado;ID_Inventario;Ubicacion;CodigoArticulo;Fecha_lectura
3220;E2801191A504006D1C866ECB;Ok;35;P02009001;120458;2025-01-30 11:38:37
3257;E2801191A504006D1C86D3BB;Ok;35;P02009001;43752;2025-01-30 11:38:38
3297;E2801191A504006D1C85E47B;Ok;35;P02009001;43536;2025-01-30 11:38:38
3301;E2801191A504006D1C85E43B;Ok;35;P02009001;43759;2025-01-30 11:38:38
3313;E2801191A504006D1C85D83B;Ok;35;P02009001;127383;2025-01-30 11:38:39
3237;E2801191A504006D1C8629BB;Ok;35;P02009001;172006;2025-01-30 11:38:39
3135;E2801191A504006D1C85D82B;Ok;35;P02009001;127387;2025-01-30 11:38:39
3139;E2801191A504006D1C85D82A;Ok;35;P02009001;43536;2025-01-30 11:38:39
3221;E2801191A504006D1C866EBB;Ok;35;P02009001;121063;2025-01-30 11:38:41
3230;E2801191A504006D1C866E2B;Ok;35;P02009001;157463;2025-01-30 11:38:44
3143;E2801191A504006D1C85D86A;Ok;35;P02009001;172007;2025-01-30 11:38:52
3142;E2801191A504006D1C85D85A;Ok;35;P02009001;135671;2025-01-30 11:38:54
3238;E2801191A504006D1C8629AB;Ok;35;P02009001;172007;2025-01-30 11:38:54
3312;E2801191A504006D1C85D84B;Ok;35;P02009001;127348;2025-01-30 11:38:54
3299;E2801191A504006D1C85E45B;Ok;35;P02009001;43739;2025-01-30 11:38:55
3247;E2801191A504006D1C86291B;Ok;35;P02009001;193902;2025-01-30 11:39:00
3249;E2801191A504006D1C85E4FB;Ok;35;P02009001;43055;2025-01-30 11:39:00
3252;E2801191A504006D1C85E4CB;Ok;35;P02009001;43872;2025-01-30 11:39:01
3243;E2801191A504006D1C86295B;Ok;35;P02009001;178840;2025-01-30 11:39:01
3212;E2801191A504006D1C86D34B;Ok;35;P02009001;66479;2025-01-30 11:39:01
3214;E2801191A504006D1C86D32B;Ok;35;P02009001;87312;2025-01-30 11:39:01
3300;E2801191A504006D1C85E44B;Ok;35;P02009001;43752;2025-01-30 11:39:02
3302;E2801191A504006D1C85E42B;Ok;35;P02009001;43765;2025-01-30 11:39:02
3306;E2801191A504006D1C85D8BB;Ok;35;P02009001;43845;2025-01-30 11:39:02
3137;E2801191A504006D1C85D80A;Ok;35;P02009001;154506;2025-01-30 11:39:06
3256;E2801191A504006D1C86D3CB;Ok;35;P02009001;43659;2025-01-30 11:39:07
3234;E2801191A504006D1C8629EB;Ok;35;P02009001;169471;2025-01-30 11:39:07
3225;E2801191A504006D1C866E7B;Ok;35;P02009001;129232;2025-01-30 11:39:07
3296;E2801191A504006D1C85E48B;Ok;35;P02009001;43659;2025-01-30 11:39:08
3229;E2801191A504006D1C866E3B;Ok;35;P02009001;154858;2025-01-30 11:39:08
3246;E2801191A504006D1C86292B;Ok;35;P02009001;183513;2025-01-30 11:39:09
3228;E2801191A504006D1C866E4B;Ok;35;P02009001;142185;2025-01-30 11:39:09
3224;E2801191A504006D1C866E8B;Ok;35;P02009001;120373;2025-01-30 11:39:10
3226;E2801191A504006D1C866E6B;Ok;35;P02009001;132181;2025-01-30 11:39:10
3235;E2801191A504006D1C8629DB;Ok;35;P02009001;171769;2025-01-30 11:39:10
3218;E2801191A504006D1C866EEB;Ok;35;P02009001;117007;2025-01-30 11:39:10
